"type","environment","flow","state","ownerId","created","modified"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Power Apps_Outlook","Started","6a047392-91a9-4c0e-a104-5ece3d12b358","2025-10-29","2025-10-29"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","PowerApp -> Obtener contenido de archivo","Started","e5a6858e-9106-4678-b7bb-3939c895901d","2023-02-15","2023-02-15"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","PowerApp -> Rellenar una plantilla de Microsoft Word,Crear archivo","Started","2a35744b-dda7-4233-ba67-e1e7b5b23a1e","2021-04-17","2021-04-17"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Primera Clase","Started","799fb8bc-1c26-4cd3-825a-fb6ddd488393","2019-12-22","2019-12-22"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Problemas - Avisos","Stopped","4c19df3f-b5d7-44f6-bcf1-6d90229b41ae","2023-07-04","2024-11-28"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Procesamiento PDFs - Finanza","Started","4e4fc93e-3450-466c-b283-0b3f53afd4a7","2026-03-11","2026-03-16"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Procesar Fotos Forms","Started","5e64cffd-d26f-4b3a-8070-271dd8b867ea","2026-04-30","2026-04-30"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Producto Problema - Recordatorio","Stopped","4c19df3f-b5d7-44f6-bcf1-6d90229b41ae","2023-09-01","2024-12-10"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Producto Terminado","Stopped","276f5bbf-f812-4bfc-a06c-b8f97e7f70bd","2024-01-31","2025-01-21"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Programar la ejecución de un script de Office en Excel","Stopped","d7559aac-2daa-4044-bd8e-eeec72eedb73","2025-07-15","2025-08-18"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Programar la ejecución de un script de Office en Excel","Suspended","d7559aac-2daa-4044-bd8e-eeec72eedb73","2025-07-14","2025-07-14"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Programar la ejecución de un script de Office en Excel","Suspended","d7559aac-2daa-4044-bd8e-eeec72eedb73","2025-07-30","2025-07-30"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Programar la ejecución de un script de Office en Excel","Stopped","d7559aac-2daa-4044-bd8e-eeec72eedb73","2025-07-11","2025-07-11"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Programar la ejecución de un script de Office en Excel","Stopped","d7559aac-2daa-4044-bd8e-eeec72eedb73","2025-07-11","2025-07-11"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Programar un script para que se ejecute en Excel","Stopped","4cf07c83-dae3-4aee-8d61-2f371e653d2d","2021-10-14","2021-10-14"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Promover Encuesta Qroma","Started","d4502852-5e92-466d-a794-b02e668ec305","2025-12-04","2025-12-04"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Prop1_teams","Stopped","c78347bc-e7c2-49b9-bf36-73f90bdd62a2","2025-08-17","2025-08-17"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Prototipo 2","Started","276f5bbf-f812-4bfc-a06c-b8f97e7f70bd","2024-02-05","2024-02-06"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Prueba","Suspended","8259e2b5-b68a-4e75-82c8-988be850b0f8","2025-06-03","2025-06-03"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Prueba 1","Started","19558187-c352-4892-b1ea-a6829fc6b37e","2026-07-19","2026-07-19"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Prueba elimina fila","Started","5af2e374-e178-42d8-8c21-d3896ee73679","2024-09-26","2024-09-27"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Prueba-app","Stopped","1fc7af00-0431-4886-a30a-5805ecefbc23","2022-04-13","2022-04-13"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Prueba1","Started","5af2e374-e178-42d8-8c21-d3896ee73679","2024-09-13","2024-09-13"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Publicar un mensaje en Microsoft Teams para el archivo seleccionado","Suspended","c7254cf7-0439-4b8d-93b4-7db67230c460","2020-09-07","2020-09-07"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","QUIMICOS RESINAS TEMPLE","Started","3fc19695-9bdf-4e13-b59f-e9ce55412e25","2026-03-04","2026-05-04"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","QUIMICOS Y RESINAS","Stopped","c5a9d275-dbe4-4b1d-93a1-f66e20584d8a","2025-05-08","2025-05-20"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Quitar accesos - Comedor 2025","Stopped","74e429e8-744a-4cbc-9594-43225e8fe04e","2024-02-23","2025-07-03"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Quitar accesos - Comedor APT","Stopped","74e429e8-744a-4cbc-9594-43225e8fe04e","2024-02-23","2025-07-03"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Químicos y Resinas","Stopped","276f5bbf-f812-4bfc-a06c-b8f97e7f70bd","2024-02-01","2025-01-21"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","RECORDATORIO OFFICEVIBE","Started","8259e2b5-b68a-4e75-82c8-988be850b0f8","2026-03-17","2026-03-23"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","REGISTRO_PRODUCCION_HALB","Started","db2e3bc5-c6e3-46a5-8ae0-2a964333bef0","2026-04-29","2026-04-29"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","REPORTEDESEGURIDAD","Started","fbb32ed4-5e63-4576-acb3-6e1ad04aea2f","2025-06-20","2025-06-20"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","RESERVA SITIOS RAMBLA","Started","8259e2b5-b68a-4e75-82c8-988be850b0f8","2026-03-25","2026-07-07"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","RFC a excel","Started","e30bfe21-47a8-4828-865f-ee443b578d2e","2025-07-21","2025-10-15"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","RPA_Ejecucion_Automatica_TXT_a_EDI","Started","870bb150-dd85-44b9-9d91-7d23c8e34fc0","2025-11-18","2025-11-18"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","RPA_KEYVAULT_EJECUCION_AUTOMATICA_TXT_EDI","Suspended","870bb150-dd85-44b9-9d91-7d23c8e34fc0","2025-11-18","2026-03-10"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Realizar un seguimiento de los correos electrónicos en una hoja de cálculo de Excel Online (Empresa)","Stopped","48bcf374-8302-457e-8209-99e8708edbec","2023-02-20","2023-02-21"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Realizar un seguimiento de los nuevos archivos en una hoja de cálculo de Excel Online (Business)","Stopped","276f5bbf-f812-4bfc-a06c-b8f97e7f70bd","2024-01-28","2024-01-29"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Rebate: Categoría foco","Stopped","5e64cffd-d26f-4b3a-8070-271dd8b867ea","2025-09-29","2026-03-02"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Recibir una notificación push cuando reciba un correo electrónico del jefe","Stopped","ea99528b-49a0-4bc2-9f5a-6a181e081e03","2020-10-20","2020-10-20"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Recordatorio Diario Planning","Stopped","e6801040-9b5c-440f-a20e-8873de982679","2026-06-23","2026-06-23"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Recurrence -> Ejecutar script","Started","6c01978e-32ad-46a6-98b0-ebd6c86103cc","2026-07-28","2026-07-28"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Recurrence -> Eliminar archivo","Stopped","4cf07c83-dae3-4aee-8d61-2f371e653d2d","2021-11-10","2021-11-10"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Recurrence -> Enumerar tareas,Aplicar a cada uno","Started","8c7d45da-47a1-49d1-bc00-d66b908e070d","2025-07-21","2025-07-21"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Recurrence -> Obtener elementos,For each,Agregar una fila a una tabla","Stopped","da2df52d-24d1-48e2-b7d8-9de7bd973f93","2025-01-13","2025-01-13"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Registro SOS","Stopped","1d62689f-3dd1-40f5-8dfc-27ce72c81020","2022-10-07","2022-10-07"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Registro SOS","Stopped","9ec26276-c70a-4a37-ac45-5cb100c322cf","2022-03-28","2022-09-09"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Registro SOS: 2","Stopped","1d62689f-3dd1-40f5-8dfc-27ce72c81020","2022-10-20","2022-10-20"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Registro SOS: 2","Stopped","9ec26276-c70a-4a37-ac45-5cb100c322cf","2022-03-28","2022-03-29"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Registro de Solicitudes Procesos","Stopped","42dc854e-dd3f-4a2c-80f2-e10d5ec3bf10","2026-03-20","2026-04-15"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Registro de Vacaciones","Started","4568115f-4685-4c3e-9abe-f46e122021a3","2025-10-10","2026-03-05"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Rellenar una plantilla de Microsoft Word","Started","861bfd5d-40ca-4b1c-a841-1ee7f565a2b5","2026-07-30","2026-07-30"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Responsable entregas sabados - Gran Industria","Started","3dcda98e-ac05-4a38-8093-8823230214d8","2026-04-02","2026-06-04"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Responsables sabados - Marino","Started","3dcda98e-ac05-4a38-8093-8823230214d8","2026-04-02","2026-06-04"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Resumen Diario PDFs - Finanzas","Started","4e4fc93e-3450-466c-b283-0b3f53afd4a7","2026-03-11","2026-03-16"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Reunión - Activación","Stopped","4c19df3f-b5d7-44f6-bcf1-6d90229b41ae","2023-06-02","2025-08-11"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Reunión - Comunicación y seguimiento de cumplimiento","Stopped","4c19df3f-b5d7-44f6-bcf1-6d90229b41ae","2023-06-01","2025-08-11"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","RevAnualizada","Started","c78347bc-e7c2-49b9-bf36-73f90bdd62a2","2025-08-12","2026-07-10"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","RevEmpCSV","Started","c78347bc-e7c2-49b9-bf36-73f90bdd62a2","2025-08-17","2025-08-17"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Rev_Salarial","Started","012a7584-649c-4992-b0e5-cb52abb428ef","2025-08-25","2025-09-26"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","SOC - Consolidado Actividades","Started","9ec26276-c70a-4a37-ac45-5cb100c322cf","2022-05-12","2022-05-12"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","SOC - Polvo","Stopped","9ec26276-c70a-4a37-ac45-5cb100c322cf","2022-03-28","2022-03-28"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","SOC AMP Agustino","Stopped","9ec26276-c70a-4a37-ac45-5cb100c322cf","2022-03-28","2022-03-28"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","SOC AMP ÑAÑA","Stopped","9ec26276-c70a-4a37-ac45-5cb100c322cf","2022-03-28","2022-03-28"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","SOC APT Agustino","Stopped","9ec26276-c70a-4a37-ac45-5cb100c322cf","2022-03-28","2022-04-20"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","SOC APT Agustino: 2","Stopped","9ec26276-c70a-4a37-ac45-5cb100c322cf","2022-03-28","2022-03-28"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","SOC APT2","Stopped","9ec26276-c70a-4a37-ac45-5cb100c322cf","2022-04-20","2022-04-20"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","SOC Acuoso","Stopped","9ec26276-c70a-4a37-ac45-5cb100c322cf","2022-03-28","2022-03-28"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","SOC Adhesivos","Stopped","9ec26276-c70a-4a37-ac45-5cb100c322cf","2022-03-28","2022-03-28"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","SOC PPH","Stopped","9ec26276-c70a-4a37-ac45-5cb100c322cf","2022-03-28","2022-03-28"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","SOC Solvente","Stopped","9ec26276-c70a-4a37-ac45-5cb100c322cf","2022-03-28","2022-03-28"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","SOLVENTE","Started","3fc19695-9bdf-4e13-b59f-e9ce55412e25","2026-01-09","2026-05-04"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","SOLVENTES","Stopped","c5a9d275-dbe4-4b1d-93a1-f66e20584d8a","2025-05-07","2025-05-07"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","SaveAttachments2","Started","c78347bc-e7c2-49b9-bf36-73f90bdd62a2","2025-10-12","2025-10-20"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Segudo_Ejemplo","Stopped","da2df52d-24d1-48e2-b7d8-9de7bd973f93","2024-07-26","2024-07-26"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Seguimiento de acciones correctivas de excel a planner","Started","3a68d49c-e524-44f0-9f04-a44c34254a68","2021-11-19","2021-11-19"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Send C&C Report Email","Suspended","87486adb-d294-407c-afaf-b53843da65e1","2026-02-11","2026-02-11"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Send a digest email of all outstanding Planner tasks","Started","276f5bbf-f812-4bfc-a06c-b8f97e7f70bd","2024-02-06","2024-02-06"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Send an email to responder when response submitted in Microsoft Forms","Started","cf6d07e5-cb88-4837-8514-c6db73931f28","2022-07-20","2022-07-20"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Send an email to responder when response submitted in Microsoft Forms","Started","69a3694b-c464-4df8-9723-f330f6c89291","2023-11-27","2023-11-27"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Send an email to responder when response submitted in Microsoft Forms: 2","Stopped","72fa8a1c-04a3-4e72-bfe8-513736ca32bc","2023-07-12","2023-07-12"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Send an email to responder when response submitted in Microsoft Forms: 2","Started","cf6d07e5-cb88-4837-8514-c6db73931f28","2022-07-20","2022-07-20"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Send an email to responder when response submitted in Microsoft Forms: 3","Started","cf6d07e5-cb88-4837-8514-c6db73931f28","2022-07-20","2022-07-21"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Send an email when an item is created in SQL Server","Stopped","5e64cffd-d26f-4b3a-8070-271dd8b867ea","2022-12-02","2022-12-02"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Send myself a reminder in 10 minutes","Started","c61fafaa-47d1-4d44-bc23-60dd121d14e3","2020-08-14","2020-08-14"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Sin calificar MEMPHIS proveedor","Started","b39580c6-a0f2-4691-b00f-d599dcc1ec97","2024-07-02","2026-03-03"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Sincronizador - Pedidos Bloqueados PowerBI a SharePoint","Stopped","4e4fc93e-3450-466c-b283-0b3f53afd4a7","2026-07-26","2026-07-26"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Solicitar al jefe que apruebe un archivo seleccionado","Started","4a1e2414-abd7-44ab-9a9a-eedbb3233bbf","2019-10-12","2019-10-12"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Solvente","Stopped","276f5bbf-f812-4bfc-a06c-b8f97e7f70bd","2024-02-01","2025-01-21"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Split Propuesta RS","Started","c78347bc-e7c2-49b9-bf36-73f90bdd62a2","2025-09-16","2025-09-16"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","T000","Stopped","4c19df3f-b5d7-44f6-bcf1-6d90229b41ae","2023-10-25","2025-08-11"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Test","Started","870bb150-dd85-44b9-9d91-7d23c8e34fc0","2026-03-26","2026-03-26"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Test_Aprobación","Started","c78347bc-e7c2-49b9-bf36-73f90bdd62a2","2025-08-28","2025-08-28"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Test_Aprobación_SinAdjunto","Started","c78347bc-e7c2-49b9-bf36-73f90bdd62a2","2025-08-28","2025-09-01"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Todos los días, descargar un reporte de power BI","Stopped","e6801040-9b5c-440f-a20e-8873de982679","2025-06-24","2025-06-24"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Todos los días, descargar un reporte de power BI","Stopped","e6801040-9b5c-440f-a20e-8873de982679","2025-06-24","2025-06-24"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Transferencia","Stopped","c5a9d275-dbe4-4b1d-93a1-f66e20584d8a","2025-04-03","2025-04-03"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Trazabilidad contable_B1_B2_Erika","Started","4e4fc93e-3450-466c-b283-0b3f53afd4a7","2026-05-13","2026-07-16"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Untitled roadmap - Untitled row - df08483e-8d5f-ec11-8f8f-000d3a32c4a1","Stopped","0666eca5-f46b-4151-8eea-05b34de32dca","2021-12-17","2021-12-17"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Update trazabilidad","Started","e30bfe21-47a8-4828-865f-ee443b578d2e","2025-09-05","2025-09-05"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Usar modelo de procesamiento de formularios para extraer datos de archivos adjuntos de correo electrónico","Started","d041986d-b13a-4937-9fa1-9050bb7bb0d7","2025-02-05","2025-02-05"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","ValidaEmpleados","Started","c78347bc-e7c2-49b9-bf36-73f90bdd62a2","2025-08-09","2026-07-10"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Valores Cero","Started","870bb150-dd85-44b9-9d91-7d23c8e34fc0","2026-06-07","2026-06-07"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Variables Ex","Started","f83bec47-52fa-4631-9503-03b232c3a819","2026-06-07","2026-06-07"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","Vehiculos (Forms a PDF)","Stopped","9ec26276-c70a-4a37-ac45-5cb100c322cf","2021-11-24","2021-11-24"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","When a new response is submitted -> Get response details,Add rows t...","Stopped","00ffb67f-0283-4469-bb8b-08c4886b83fe","2023-10-05","2023-10-11"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","When an item is created -> Condición,Inicializar variable","Stopped","1d46d551-d605-4835-8b11-75ef92602eb6","2024-06-06","2024-06-06"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","XPENDIT_Api_Download","Started","870bb150-dd85-44b9-9d91-7d23c8e34fc0","2026-07-20","2026-08-03"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","XP_Expense_Download","Started","db8ef868-dfa4-410c-ab43-ba244e62bd8d","2026-07-20","2026-07-20"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","asdasda","Suspended","840149d5-b1b8-41b9-b6b8-f15fae799997","2026-07-20","2026-07-20"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","b2b","Started","25842986-c9dd-4844-8675-084440cbb235","2020-09-25","2020-09-25"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","crear PDF","Started","6b147835-03d5-4386-bb27-2b58653bbb0c","2021-04-22","2021-04-28"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","despacho color centro","Started","b39580c6-a0f2-4691-b00f-d599dcc1ec97","2025-03-25","2026-04-24"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","documentos de salida color centro","Stopped","b39580c6-a0f2-4691-b00f-d599dcc1ec97","2023-11-22","2025-08-29"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","encuesta de satisfacción color centro","Started","b39580c6-a0f2-4691-b00f-d599dcc1ec97","2025-04-04","2026-04-24"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","fluRegistrarPersona","Started","b13a7d6c-67f9-428d-8950-c55318101137","2026-07-21","2026-07-21"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","formulario color centro","Started","b39580c6-a0f2-4691-b00f-d599dcc1ec97","2025-03-11","2026-04-24"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","paword","Started","2a35744b-dda7-4233-ba67-e1e7b5b23a1e","2021-04-17","2021-04-17"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","prueba 3","Stopped","3a68d49c-e524-44f0-9f04-a44c34254a68","2021-11-19","2021-11-19"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","text-to-sql-bot","Stopped","f9d50585-71a1-4fce-9cf0-72bbf25bf5e0","2026-02-01","2026-02-25"
"Default","Corporacion Peruana de Productos Quimicos S.A. (default)","trad-rag-bot","Stopped","f9d50585-71a1-4fce-9cf0-72bbf25bf5e0","2026-02-08","2026-02-25"
"Production","Nivel de Servicio","CRONO MODERNO TMH","Stopped","8259e2b5-b68a-4e75-82c8-988be850b0f8","2026-05-14","2026-05-26"
"Production","Nivel de Servicio","Copia de: Correos Morosidad B2B","Stopped","8259e2b5-b68a-4e75-82c8-988be850b0f8","2026-04-08","2026-04-08"
"Production","Nivel de Servicio","Copia de: Correos Morosidad Tradicional","Stopped","8259e2b5-b68a-4e75-82c8-988be850b0f8","2026-04-08","2026-04-08"
"Production","Nivel de Servicio","Copy of - Correos Morosidad Construcción","Stopped","87486adb-d294-407c-afaf-b53843da65e1","2026-05-16","2026-05-16"
"Production","Nivel de Servicio","Correo - Cobranzas","Stopped","87486adb-d294-407c-afaf-b53843da65e1","2026-03-20","2026-07-21"
"Production","Nivel de Servicio","Correo de Rutina de Compensaciones","Started","8259e2b5-b68a-4e75-82c8-988be850b0f8","2026-04-08","2026-06-05"
"Production","Nivel de Servicio","Correos Estatus de Deuda","Started","87486adb-d294-407c-afaf-b53843da65e1","2026-02-17","2026-05-29"
"Production","Nivel de Servicio","Correos V2","Stopped","87486adb-d294-407c-afaf-b53843da65e1","2026-02-19","2026-02-19"
"Production","Nivel de Servicio","Morosidad - Tradicional","Started","8259e2b5-b68a-4e75-82c8-988be850b0f8","2026-04-13","2026-06-16"
"Production","Nivel de Servicio","Pruebas","Stopped","87486adb-d294-407c-afaf-b53843da65e1","2026-02-13","2026-02-25"
"Production","Nivel de Servicio","Reporte de Morosidad","Stopped","c54320d5-6287-4213-aac4-afd39ff87da3","2026-02-12","2026-02-13"
"Production","P001-CAPEX_Registro","F1. Envio de correo","Started","d041986d-b13a-4937-9fa1-9050bb7bb0d7","2025-06-04","2025-10-23"
"Production","PE_RRHH_BIENESTAR_PRD_US","Buscar flujo de artículo de conocimientos de Dynamics 365","Stopped","e88d87d3-4094-4490-b36b-fc66af4b48a5","2026-07-16","2026-07-16"
"Production","PE_RRHH_BIENESTAR_PRD_US","Flujo del desencadenador de la API de búsqueda integrada","Stopped","e88d87d3-4094-4490-b36b-fc66af4b48a5","2026-07-16","2026-07-16"
"Production","PE_RRHH_BIENESTAR_PRD_US","SLAInstanceMonitoringWarningAndExpiryFlow","Stopped","e88d87d3-4094-4490-b36b-fc66af4b48a5","2026-07-16","2026-07-16"
"Sandbox","P01-ProyectoCapex","F1. Envio de correo","Started","870bb150-dd85-44b9-9d91-7d23c8e34fc0","2025-06-04","2025-10-24"
"Sandbox","P01-ProyectoCapex","F1. Envio de correo","Started","c37cf39f-aa0d-4ce3-8442-838ecb6339b1","2025-06-04","2025-10-24"
"Sandbox","P01-ProyectoCapex","Programar una respuesta","Started","c37cf39f-aa0d-4ce3-8442-838ecb6339b1","2025-10-24","2025-10-24"
"Sandbox","P02-Revisión Salarial","Revisión Salarial","Started","870bb150-dd85-44b9-9d91-7d23c8e34fc0","2025-10-07","2025-12-15"
"Sandbox","TI-Producción","Buscar flujo de artículo de conocimientos de Dynamics 365","Stopped","179099ff-7add-4503-b468-ab73e03347ad","2025-10-07","2025-10-07"
"Sandbox","TI-Producción","CxP_1Adjuntos","Started","c78347bc-e7c2-49b9-bf36-73f90bdd62a2","2025-11-20","2026-03-16"
"Sandbox","TI-Producción","CxP_2Adjuntos","Started","c78347bc-e7c2-49b9-bf36-73f90bdd62a2","2025-11-26","2026-04-01"
"Sandbox","TI-Producción","CxP_3Adjuntos","Started","c78347bc-e7c2-49b9-bf36-73f90bdd62a2","2025-11-26","2026-02-26"
"Sandbox","TI-Producción","CxP_4Adjuntos","Started","c78347bc-e7c2-49b9-bf36-73f90bdd62a2","2025-11-26","2025-11-26"
"Sandbox","TI-Producción","CxP_6Adjuntos","Started","c78347bc-e7c2-49b9-bf36-73f90bdd62a2","2026-04-01","2026-04-01"
"Sandbox","TI-Producción","Descargar_Planilla_Movilidad","Started","870bb150-dd85-44b9-9d91-7d23c8e34fc0","2026-04-15","2026-04-17"
"Sandbox","TI-Producción","Enviar Codigo Seguridad","Started","870bb150-dd85-44b9-9d91-7d23c8e34fc0","2026-07-24","2026-07-30"
"Sandbox","TI-Producción","Flujo del desencadenador de la API de búsqueda integrada","Stopped","179099ff-7add-4503-b468-ab73e03347ad","2025-10-07","2025-10-07"
"Sandbox","TI-Producción","Generar_Correlativo_Planilla","Started","870bb150-dd85-44b9-9d91-7d23c8e34fc0","2026-04-15","2026-04-17"
"Sandbox","TI-Producción","Notificacion de Tareas en Dias por Teams y Outlook","Started","870bb150-dd85-44b9-9d91-7d23c8e34fc0","2026-06-26","2026-06-26"
"Sandbox","TI-Producción","P02-Alerta de 10-15 Dias Habiles","Started","870bb150-dd85-44b9-9d91-7d23c8e34fc0","2026-04-01","2026-05-19"
"Sandbox","TI-Producción","P02-Alerta de 20 Horas Hábiles","Started","870bb150-dd85-44b9-9d91-7d23c8e34fc0","2026-03-25","2026-05-19"
"Sandbox","TI-Producción","P03-EvaluaciónCVs","Started","870bb150-dd85-44b9-9d91-7d23c8e34fc0","2025-11-18","2026-01-04"
"Sandbox","TI-Producción","PA_Obtener_Datos_Personales_Laborales","Started","870bb150-dd85-44b9-9d91-7d23c8e34fc0","2026-07-21","2026-07-24"
"Sandbox","TI-Producción","PA_QROMA_Borrador_Datos_Personales_Laborales","Started","870bb150-dd85-44b9-9d91-7d23c8e34fc0","2026-07-21","2026-07-30"
"Sandbox","TI-Producción","Registro Libro Reclamaciones","Started","870bb150-dd85-44b9-9d91-7d23c8e34fc0","2026-05-19","2026-05-20"
"Sandbox","TI-Producción","SLAInstanceMonitoringWarningAndExpiryFlow","Stopped","179099ff-7add-4503-b468-ab73e03347ad","2025-10-07","2025-10-28"
